id,product_num,featured,price,purchase,yogurt_1,yogurt_2,yogurt_3
32,3,0.0,0.057999998,0.0,0,0,1
32,4,0.0,0.103,0.0,0,0,0
33,1,0.0,0.108,1.0,1,0,0
33,2,0.0,0.094999999,0.0,0,1,0
33,3,0.0,0.057999998,0.0,0,0,1
33,4,0.0,0.103,0.0,0,0,0
34,1,0.0,0.108,1.0,1,0,0
34,2,0.0,0.094999999,0.0,0,1,0
34,3,0.0,0.057999998,0.0,0,0,1
34,4,0.0,0.103,0.0,0,0,0
35,1,0.0,0.055,1.0,1,0,0
35,2,0.0,0.086000003,0.0,0,1,0
35,3,0.0,0.054000001,0.0,0,0,1
35,4,0.0,0.079000004,0.0,0,0,0
36,1,0.0,0.082999997,1.0,1,0,0
36,2,0.0,0.086000003,0.0,0,1,0
36,3,0.0,0.054000001,0.0,0,0,1
36,4,0.0,0.079000004,0.0,0,0,0
37,1,0.0,0.082999997,1.0,1,0,0
37,2,0.0,0.086000003,0.0,0,1,0
37,3,0.0,0.054000001,0.0,0,0,1
37,4,0.0,0.079000004,0.0,0,0,0
38,1,0.0,0.115,1.0,1,0,0
38,2,0.0,0.086000003,0.0,0,1,0
38,3,0.0,0.056000002,0.0,0,0,1
38,4,1.0,0.063000001,0.0,0,0,0
39,1,0.0,0.032000002,1.0,1,0,0
39,2,0.0,0.086000003,0.0,0,1,0
39,3,0.0,0.056000002,0.0,0,0,1
39,4,1.0,0.063000001,0.0,0,0,0
40,1,0.0,0.115,0.0,1,0,0
40,2,0.0,0.086000003,0.0,0,1,0
40,3,0.0,0.061000001,0.0,0,0,1
40,4,1.0,0.063000001,1.0,0,0,0
41,1,0.0,0.115,0.0,1,0,0
41,2,0.0,0.055,1.0,0,1,0
41,3,0.0,0.061000001,0.0,0,0,1
41,4,0.0,0.064000003,0.0,0,0,0
42,1,0.0,0.115,0.0,1,0,0
42,2,0.0,0.063000001,1.0,0,1,0
42,3,1.0,0.061000001,0.0,0,0,1
42,4,0.0,0.079000004,0.0,0,0,0
43,1,0.0,0.041999999,0.0,1,0,0
43,2,0.0,0.030999999,1.0,0,1,0
43,3,0.0,0.061000001,0.0,0,0,1
43,4,1.0,0.063000001,0.0,0,0,0
44,1,0.0,0.11,0.0,1,0,0
44,2,0.0,0.081,0.0,0,1,0
44,3,0.0,0.066,1.0,0,0,1
44,4,0.0,0.079000004,0.0,0,0,0
45,1,0.0,0.11,0.0,1,0,0
45,2,0.0,0.081,0.0,0,1,0
45,3,0.0,0.066,1.0,0,0,1
45,4,0.0,0.079000004,0.0,0,0,0
46,1,0.0,0.13500001,0.0,1,0,0
46,2,0.0,0.081,1.0,0,1,0
46,3,0.0,0.066,0.0,0,0,1
46,4,0.0,0.079000004,0.0,0,0,0
47,1,0.0,0.13500001,0.0,1,0,0
47,2,0.0,0.081,1.0,0,1,0
47,3,0.0,0.066,0.0,0,0,1
47,4,0.0,0.079000004,0.0,0,0,0
48,1,0.0,0.11,0.0,1,0,0
48,2,0.0,0.081,0.0,0,1,0
48,3,0.0,0.061000001,1.0,0,0,1
48,4,0.0,0.079000004,0.0,0,0,0
49,1,0.0,0.11,0.0,1,0,0
49,2,0.0,0.081,0.0,0,1,0
49,3,0.0,0.061000001,1.0,0,0,1
49,4,0.0,0.079000004,0.0,0,0,0
50,1,0.0,0.103,0.0,1,0,0
50,2,0.0,0.081,0.0,0,1,0
50,3,0.0,0.048999999,1.0,0,0,1
50,4,0.0,0.079000004,0.0,0,0,0
51,1,0.0,0.108,0.0,1,0,0
51,2,0.0,0.086000003,1.0,0,1,0
51,3,0.0,0.050000001,0.0,0,0,1
51,4,0.0,0.079000004,0.0,0,0,0
52,1,0.0,0.112,0.0,1,0,0
52,2,0.0,0.086000003,1.0,0,1,0
52,3,1.0,0.061000001,0.0,0,0,1
52,4,0.0,0.079000004,0.0,0,0,0
53,1,0.0,0.025,1.0,1,0,0
53,2,0.0,0.086000003,0.0,0,1,0
53,3,0.0,0.054000001,0.0,0,0,1
53,4,0.0,0.079000004,0.0,0,0,0
54,1,0.0,0.057999998,1.0,1,0,0
54,2,0.0,0.086000003,0.0,0,1,0
54,3,1.0,0.025,0.0,0,0,1
54,4,0.0,0.079000004,0.0,0,0,0
55,1,0.0,0.057999998,1.0,1,0,0
55,2,0.0,0.086000003,0.0,0,1,0
55,3,1.0,0.025,0.0,0,0,1
55,4,0.0,0.079000004,0.0,0,0,0
56,1,0.0,0.115,0.0,1,0,0
56,2,0.0,0.086000003,0.0,0,1,0
56,3,0.0,0.061000001,0.0,0,0,1
56,4,1.0,0.063000001,1.0,0,0,0
57,1,0.0,0.11,0.0,1,0,0
57,2,0.0,0.018999999,1.0,0,1,0
57,3,0.0,0.054000001,0.0,0,0,1
57,4,0.0,0.079000004,0.0,0,0,0
58,1,0.0,0.103,1.0,1,0,0
58,2,0.0,0.097999997,0.0,0,1,0
58,3,0.0,0.048999999,0.0,0,0,1
58,4,0.0,0.079000004,0.0,0,0,0
59,1,0.0,0.103,1.0,1,0,0
59,2,0.0,0.097999997,0.0,0,1,0
59,3,0.0,0.048999999,0.0,0,0,1
59,4,0.0,0.079000004,0.0,0,0,0
60,1,0.0,0.103,1.0,1,0,0
60,2,0.0,0.097999997,0.0,0,1,0
60,3,0.0,0.048999999,0.0,0,0,1
60,4,0.0,0.079000004,0.0,0,0,0
61,1,0.0,0.108,0.0,1,0,0
61,2,0.0,0.086000003,1.0,0,1,0
61,3,0.0,0.054000001,0.0,0,0,1
61,4,0.0,0.079000004,0.0,0,0,0
62,1,0.0,0.108,0.0,1,0,0
62,2,0.0,0.086000003,1.0,0,1,0
62,3,0.0,0.054000001,0.0,0,0,1
62,4,0.0,0.079000004,0.0,0,0,0
63,1,0.0,0.108,0.0,1,0,0
63,2,0.0,0.086000003,1.0,0,1,0
63,3,0.0,0.054000001,0.0,0,0,1
63,4,0.0,0.079000004,0.0,0,0,0
64,1,0.0,0.108,1.0,1,0,0
64,2,0.0,0.086000003,0.0,0,1,0
64,3,0.0,0.054000001,0.0,0,0,1
64,4,0.0,0.079000004,0.0,0,0,0
65,1,0.0,0.108,1.0,1,0,0
65,2,0.0,0.086000003,0.0,0,1,0
65,3,0.0,0.054000001,0.0,0,0,1
65,4,0.0,0.079000004,0.0,0,0,0
66,1,0.0,0.108,0.0,1,0,0
66,2,0.0,0.086000003,1.0,0,1,0
66,3,0.0,0.054000001,0.0,0,0,1
66,4,0.0,0.079000004,0.0,0,0,0
67,1,0.0,0.108,0.0,1,0,0
67,2,0.0,0.086000003,1.0,0,1,0
67,3,0.0,0.054000001,0.0,0,0,1
67,4,0.0,0.079000004,0.0,0,0,0
68,1,0.0,0.108,0.0,1,0,0
68,2,0.0,0.086000003,1.0,0,1,0
68,3,0.0,0.025,0.0,0,0,1
68,4,0.0,0.079000004,0.0,0,0,0
69,1,0.0,0.108,0.0,1,0,0
69,2,0.0,0.086000003,1.0,0,1,0
69,3,0.0,0.025,0.0,0,0,1
69,4,0.0,0.079000004,0.0,0,0,0
70,1,0.0,0.122,0.0,1,0,0
70,2,0.0,0.086000003,1.0,0,1,0
70,3,0.0,0.050000001,0.0,0,0,1
70,4,0.0,0.086000003,0.0,0,0,0
71,1,0.0,0.125,1.0,1,0,0
71,2,0.0,0.086000003,0.0,0,1,0
71,3,0.0,0.050000001,0.0,0,0,1
71,4,0.0,0.086000003,0.0,0,0,0
72,1,0.0,0.115,0.0,1,0,0
72,2,0.0,0.086000003,0.0,0,1,0
72,3,0.0,0.061000001,0.0,0,0,1
72,4,1.0,0.074000001,1.0,0,0,0
73,1,0.0,0.115,0.0,1,0,0
73,2,0.0,0.086000003,0.0,0,1,0
73,3,0.0,0.061000001,0.0,0,0,1
73,4,1.0,0.074000001,1.0,0,0,0
74,1,0.0,0.108,0.0,1,0,0
74,2,0.0,0.068999998,0.0,0,1,0
74,3,0.0,0.061000001,0.0,0,0,1
74,4,0.0,0.086000003,1.0,0,0,0
75,1,0.0,0.108,0.0,1,0,0
75,2,0.0,0.068999998,0.0,0,1,0
75,3,0.0,0.061000001,0.0,0,0,1
75,4,0.0,0.086000003,1.0,0,0,0
76,1,0.0,0.115,0.0,1,0,0
76,2,0.0,0.050999999,0.0,0,1,0
76,3,0.0,0.066,0.0,0,0,1
76,4,0.0,0.086000003,1.0,0,0,0
77,1,0.0,0.115,0.0,1,0,0
77,2,0.0,0.050999999,0.0,0,1,0
77,3,0.0,0.066,0.0,0,0,1
77,4,0.0,0.086000003,1.0,0,0,0
78,1,0.0,0.115,0.0,1,0,0
78,2,0.0,0.081,0.0,0,1,0
78,3,0.0,0.066,0.0,0,0,1
78,4,0.0,0.081,1.0,0,0,0
79,1,0.0,0.115,0.0,1,0,0
79,2,0.0,0.081,0.0,0,1,0
79,3,0.0,0.066,0.0,0,0,1
79,4,0.0,0.081,1.0,0,0,0
80,1,0.0,0.115,0.0,1,0,0
80,2,0.0,0.081,0.0,0,1,0
80,3,0.0,0.061000001,0.0,0,0,1
80,4,0.0,0.081,1.0,0,0,0
81,1,0.0,0.115,0.0,1,0,0
81,2,0.0,0.081,0.0,0,1,0
81,3,0.0,0.061000001,0.0,0,0,1
81,4,0.0,0.081,1.0,0,0,0
82,1,0.0,0.112,1.0,1,0,0
82,2,0.0,0.081,0.0,0,1,0
82,3,0.0,0.061000001,0.0,0,0,1
82,4,0.0,0.081,0.0,0,0,0
83,1,0.0,0.112,1.0,1,0,0
83,2,0.0,0.081,0.0,0,1,0
83,3,0.0,0.061000001,0.0,0,0,1
83,4,0.0,0.081,0.0,0,0,0
84,1,0.0,0.122,1.0,1,0,0
84,2,0.0,0.086000003,0.0,0,1,0
84,3,0.0,0.061000001,0.0,0,0,1
84,4,0.0,0.086000003,0.0,0,0,0
85,1,0.0,0.122,1.0,1,0,0
85,2,0.0,0.086000003,0.0,0,1,0
85,3,0.0,0.061000001,0.0,0,0,1
85,4,0.0,0.086000003,0.0,0,0,0
86,1,0.0,0.122,1.0,1,0,0
86,2,0.0,0.086000003,0.0,0,1,0
86,3,0.0,0.061000001,0.0,0,0,1
86,4,0.0,0.086000003,0.0,0,0,0
87,1,0.0,0.122,1.0,1,0,0
87,2,0.0,0.086000003,0.0,0,1,0
87,3,0.0,0.061000001,0.0,0,0,1
87,4,0.0,0.086000003,0.0,0,0,0
88,1,0.0,0.122,1.0,1,0,0
88,2,0.0,0.086000003,0.0,0,1,0
88,3,0.0,0.061000001,0.0,0,0,1
88,4,0.0,0.086000003,0.0,0,0,0
89,1,0.0,0.122,1.0,1,0,0
89,2,0.0,0.086000003,0.0,0,1,0
89,3,0.0,0.061000001,0.0,0,0,1
89,4,0.0,0.086000003,0.0,0,0,0
90,1,0.0,0.122,1.0,1,0,0
90,2,0.0,0.086000003,0.0,0,1,0
90,3,0.0,0.061000001,0.0,0,0,1
90,4,0.0,0.086000003,0.0,0,0,0
91,1,0.0,0.11,0.0,1,0,0
91,2,0.0,0.074000001,1.0,0,1,0
91,3,0.0,0.061000001,0.0,0,0,1
91,4,0.0,0.081,0.0,0,0,0
92,1,0.0,0.11,0.0,1,0,0
92,2,0.0,0.074000001,1.0,0,1,0
92,3,0.0,0.061000001,0.0,0,0,1
92,4,0.0,0.081,0.0,0,0,0
93,1,0.0,0.103,0.0,1,0,0
93,2,0.0,0.081,1.0,0,1,0
93,3,0.0,0.066,0.0,0,0,1
93,4,0.0,0.081,0.0,0,0,0
94,1,0.0,0.103,0.0,1,0,0
94,2,0.0,0.081,1.0,0,1,0
94,3,0.0,0.066,0.0,0,0,1
94,4,0.0,0.079000004,0.0,0,0,0
95,1,0.0,0.103,0.0,1,0,0
95,2,0.0,0.081,1.0,0,1,0
95,3,0.0,0.066,0.0,0,0,1
95,4,0.0,0.079000004,0.0,0,0,0
96,1,0.0,0.103,0.0,1,0,0
96,2,0.0,0.081,1.0,0,1,0
96,3,0.0,0.066,0.0,0,0,1
96,4,0.0,0.079000004,0.0,0,0,0
97,1,0.0,0.125,0.0,1,0,0
97,2,0.0,0.081,1.0,0,1,0
97,3,0.0,0.066,0.0,0,0,1
97,4,0.0,0.079000004,0.0,0,0,0
98,1,0.0,0.125,0.0,1,0,0
98,2,0.0,0.081,1.0,0,1,0
98,3,0.0,0.066,0.0,0,0,1
98,4,0.0,0.079000004,0.0,0,0,0
99,1,0.0,0.02,1.0,1,0,0
99,2,0.0,0.097999997,0.0,0,1,0
99,3,0.0,0.048999999,0.0,0,0,1
99,4,0.0,0.079000004,0.0,0,0,0
100,1,0.0,0.103,0.0,1,0,0
100,2,0.0,0.081,1.0,0,1,0
100,3,0.0,0.048999999,0.0,0,0,1
100,4,0.0,0.079000004,0.0,0,0,0
101,1,0.0,0.103,0.0,1,0,0
101,2,1.0,0.061000001,1.0,0,1,0
101,3,0.0,0.048999999,0.0,0,0,1
101,4,0.0,0.079000004,0.0,0,0,0
102,1,0.0,0.108,1.0,1,0,0
102,2,0.0,0.081,0.0,0,1,0
102,3,0.0,0.050000001,0.0,0,0,1
102,4,0.0,0.079000004,0.0,0,0,0
103,1,0.0,0.108,1.0,1,0,0
103,2,0.0,0.081,0.0,0,1,0
103,3,0.0,0.050000001,0.0,0,0,1
103,4,0.0,0.079000004,0.0,0,0,0
104,1,0.0,0.108,0.0,1,0,0
104,2,0.0,0.081,1.0,0,1,0
104,3,0.0,0.050000001,0.0,0,0,1
104,4,0.0,0.079000004,0.0,0,0,0
105,1,0.0,0.108,0.0,1,0,0
105,2,0.0,0.081,1.0,0,1,0
105,3,0.0,0.050000001,0.0,0,0,1
105,4,0.0,0.079000004,0.0,0,0,0
106,1,0.0,0.108,0.0,1,0,0
106,2,0.0,0.081,1.0,0,1,0
106,3,0.0,0.050000001,0.0,0,0,1
106,4,0.0,0.079000004,0.0,0,0,0
107,1,0.0,0.108,1.0,1,0,0
107,2,0.0,0.081,0.0,0,1,0
107,3,0.0,0.050000001,0.0,0,0,1
107,4,0.0,0.079000004,0.0,0,0,0
108,1,0.0,0.115,0.0,1,0,0
108,2,0.0,0.081,1.0,0,1,0
108,3,0.0,0.043000001,0.0,0,0,1
108,4,0.0,0.079000004,0.0,0,0,0
109,1,0.0,0.108,0.0,1,0,0
109,2,0.0,0.063000001,1.0,0,1,0
109,3,0.0,0.050000001,0.0,0,0,1
109,4,0.0,0.079000004,0.0,0,0,0
110,1,0.0,0.108,1.0,1,0,0
110,2,0.0,0.050999999,0.0,0,1,0
110,3,0.0,0.050000001,0.0,0,0,1
110,4,0.0,0.079000004,0.0,0,0,0
111,1,0.0,0.108,1.0,1,0,0
111,2,0.0,0.046999998,0.0,0,1,0
111,3,0.0,0.050000001,0.0,0,0,1
111,4,0.0,0.079000004,0.0,0,0,0
112,1,0.0,0.103,0.0,1,0,0
112,2,0.0,0.074000001,1.0,0,1,0
112,3,0.0,0.061000001,0.0,0,0,1
112,4,0.0,0.081,0.0,0,0,0
113,1,0.0,0.103,0.0,1,0,0
113,2,0.0,0.074000001,1.0,0,1,0
113,3,0.0,0.061000001,0.0,0,0,1
113,4,0.0,0.081,0.0,0,0,0
114,1,0.0,0.103,0.0,1,0,0
114,2,0.0,0.074000001,1.0,0,1,0
114,3,0.0,0.061000001,0.0,0,0,1
114,4,0.0,0.081,0.0,0,0,0
115,1,0.0,0.103,0.0,1,0,0
115,2,0.0,0.074000001,1.0,0,1,0
115,3,0.0,0.061000001,0.0,0,0,1
115,4,0.0,0.081,0.0,0,0,0
116,1,0.0,0.125,0.0,1,0,0
116,2,0.0,0.081,1.0,0,1,0
116,3,0.0,0.066,0.0,0,0,1
116,4,0.0,0.079000004,0.0,0,0,0
117,1,0.0,0.125,0.0,1,0,0
117,2,0.0,0.081,1.0,0,1,0
117,3,0.0,0.066,0.0,0,0,1
117,4,0.0,0.079000004,0.0,0,0,0
118,1,0.0,0.103,0.0,1,0,0
118,2,0.0,0.081,1.0,0,1,0
118,3,0.0,0.048999999,0.0,0,0,1
118,4,0.0,0.079000004,0.0,0,0,0
119,1,0.0,0.103,0.0,1,0,0
119,2,0.0,0.081,1.0,0,1,0
119,3,0.0,0.048999999,0.0,0,0,1
119,4,0.0,0.079000004,0.0,0,0,0
120,1,0.0,0.103,0.0,1,0,0
120,2,0.0,0.081,1.0,0,1,0
120,3,0.0,0.048999999,0.0,0,0,1
120,4,0.0,0.079000004,0.0,0,0,0
121,1,0.0,0.103,0.0,1,0,0
121,2,0.0,0.081,1.0,0,1,0
121,3,0.0,0.048999999,0.0,0,0,1
121,4,0.0,0.079000004,0.0,0,0,0
122,1,0.0,0.125,0.0,1,0,0
122,2,0.0,0.081,1.0,0,1,0
122,3,0.0,0.048999999,0.0,0,0,1
122,4,0.0,0.079000004,0.0,0,0,0
123,1,0.0,0.108,0.0,1,0,0
123,2,0.0,0.081,1.0,0,1,0
123,3,0.0,0.050000001,0.0,0,0,1
123,4,0.0,0.079000004,0.0,0,0,0
124,1,0.0,0.103,0.0,1,0,0
124,2,0.0,0.081,1.0,0,1,0
124,3,0.0,0.048999999,0.0,0,0,1
124,4,0.0,0.079000004,0.0,0,0,0
125,1,0.0,0.103,0.0,1,0,0
125,2,0.0,0.081,1.0,0,1,0
125,3,0.0,0.048999999,0.0,0,0,1
125,4,0.0,0.079000004,0.0,0,0,0
126,1,0.0,0.103,0.0,1,0,0
126,2,0.0,0.081,1.0,0,1,0
126,3,0.0,0.048999999,0.0,0,0,1
126,4,0.0,0.079000004,0.0,0,0,0
127,1,0.0,0.103,0.0,1,0,0
127,2,0.0,0.081,1.0,0,1,0
127,3,0.0,0.048999999,0.0,0,0,1
127,4,0.0,0.079000004,0.0,0,0,0
128,1,0.0,0.103,0.0,1,0,0
128,2,0.0,0.081,1.0,0,1,0
128,3,0.0,0.048999999,0.0,0,0,1
128,4,0.0,0.079000004,0.0,0,0,0
129,1,0.0,0.103,0.0,1,0,0
129,2,1.0,0.061000001,1.0,0,1,0
129,3,0.0,0.048999999,0.0,0,0,1
129,4,0.0,0.079000004,0.0,0,0,0
130,1,0.0,0.108,0.0,1,0,0
130,2,0.0,0.081,1.0,0,1,0
130,3,0.0,0.050000001,0.0,0,0,1
130,4,0.0,0.079000004,0.0,0,0,0
131,1,0.0,0.122,0.0,1,0,0
131,2,0.0,0.086000003,1.0,0,1,0
131,3,0.0,0.050000001,0.0,0,0,1
131,4,0.0,0.086000003,0.0,0,0,0
132,1,0.0,0.108,0.0,1,0,0
132,2,0.0,0.086000003,1.0,0,1,0
132,3,0.0,0.054000001,0.0,0,0,1
132,4,0.0,0.079000004,0.0,0,0,0
133,1,0.0,0.055,0.0,1,0,0
133,2,0.0,0.086000003,1.0,0,1,0
133,3,0.0,0.050000001,0.0,0,0,1
133,4,1.0,0.068999998,0.0,0,0,0
134,1,0.0,0.055,0.0,1,0,0
134,2,0.0,0.086000003,1.0,0,1,0
134,3,0.0,0.050000001,0.0,0,0,1
134,4,1.0,0.068999998,0.0,0,0,0
135,1,0.0,0.108,0.0,1,0,0
135,2,0.0,0.086000003,1.0,0,1,0
135,3,0.0,0.054000001,0.0,0,0,1
135,4,0.0,0.079000004,0.0,0,0,0
136,1,0.0,0.088,0.0,1,0,0
136,2,0.0,0.063000001,1.0,0,1,0
136,3,0.0,0.061000001,0.0,0,0,1
136,4,0.0,0.063000001,0.0,0,0,0
137,1,0.0,0.115,0.0,1,0,0
137,2,0.0,0.081,0.0,0,1,0
137,3,0.0,0.061000001,0.0,0,0,1
137,4,0.0,0.081,1.0,0,0,0
138,1,0.0,0.115,0.0,1,0,0
138,2,0.0,0.081,0.0,0,1,0
138,3,0.0,0.061000001,0.0,0,0,1
138,4,0.0,0.081,1.0,0,0,0
139,1,0.0,0.115,0.0,1,0,0
139,2,0.0,0.081,0.0,0,1,0
139,3,0.0,0.061000001,0.0,0,0,1
139,4,0.0,0.081,1.0,0,0,0
140,1,0.0,0.115,0.0,1,0,0
140,2,0.0,0.081,0.0,0,1,0
140,3,0.0,0.048999999,0.0,0,0,1
140,4,0.0,0.079000004,1.0,0,0,0
141,1,0.0,0.108,0.0,1,0,0
141,2,0.0,0.081,0.0,0,1,0
141,3,0.0,0.061000001,0.0,0,0,1
141,4,0.0,0.081,1.0,0,0,0
142,1,0.0,0.108,0.0,1,0,0
142,2,0.0,0.081,0.0,0,1,0
142,3,0.0,0.061000001,0.0,0,0,1
142,4,0.0,0.081,1.0,0,0,0
143,1,0.0,0.115,0.0,1,0,0
143,2,0.0,0.081,0.0,0,1,0
143,3,0.0,0.061000001,0.0,0,0,1
143,4,0.0,0.081,1.0,0,0,0
144,1,0.0,0.115,1.0,1,0,0
144,2,0.0,0.081,0.0,0,1,0
144,3,0.0,0.048999999,0.0,0,0,1
144,4,0.0,0.079000004,0.0,0,0,0
145,1,0.0,0.108,0.0,1,0,0
145,2,0.0,0.081,0.0,0,1,0
145,3,0.0,0.061000001,0.0,0,0,1
145,4,0.0,0.081,1.0,0,0,0
146,1,0.0,0.115,1.0,1,0,0
146,2,0.0,0.081,0.0,0,1,0
146,3,0.0,0.048999999,0.0,0,0,1
146,4,0.0,0.079000004,0.0,0,0,0
147,1,0.0,0.115,1.0,1,0,0
147,2,0.0,0.081,0.0,0,1,0
147,3,0.0,0.048999999,0.0,0,0,1
147,4,0.0,0.079000004,0.0,0,0,0
148,1,0.0,0.108,1.0,1,0,0
148,2,0.0,0.086000003,0.0,0,1,0
148,3,0.0,0.061000001,0.0,0,0,1
148,4,0.0,0.086000003,0.0,0,0,0
149,1,0.0,0.108,1.0,1,0,0
149,2,0.0,0.086999997,0.0,0,1,0
149,3,0.0,0.068000004,0.0,0,0,1
149,4,0.0,0.093999997,0.0,0,0,0
150,1,0.0,0.108,1.0,1,0,0
150,2,0.0,0.086000003,0.0,0,1,0
150,3,0.0,0.054000001,0.0,0,0,1
150,4,0.0,0.079000004,0.0,0,0,0
151,1,0.0,0.022,1.0,1,0,0
151,2,0.0,0.081,0.0,0,1,0
