id,y1,y2,y3,y4,f1,f2,f3,f4,p1,p2,p3,p4,yogurt_type
47,0,1,0,0,0,0,0,0,0.13500001,0.081,0.066,0.079000004,2
48,0,0,1,0,0,0,0,0,0.11,0.081,0.061000001,0.079000004,3
49,0,0,1,0,0,0,0,0,0.11,0.081,0.061000001,0.079000004,3
50,0,0,1,0,0,0,0,0,0.103,0.081,0.048999999,0.079000004,3
51,0,1,0,0,0,0,0,0,0.108,0.086000003,0.050000001,0.079000004,2
52,0,1,0,0,0,0,1,0,0.112,0.086000003,0.061000001,0.079000004,2
53,1,0,0,0,0,0,0,0,0.025,0.086000003,0.054000001,0.079000004,1
54,1,0,0,0,0,0,1,0,0.057999998,0.086000003,0.025,0.079000004,1
55,1,0,0,0,0,0,1,0,0.057999998,0.086000003,0.025,0.079000004,1
56,0,0,0,1,0,0,0,1,0.115,0.086000003,0.061000001,0.063000001,4
57,0,1,0,0,0,0,0,0,0.11,0.018999999,0.054000001,0.079000004,2
58,1,0,0,0,0,0,0,0,0.103,0.097999997,0.048999999,0.079000004,1
59,1,0,0,0,0,0,0,0,0.103,0.097999997,0.048999999,0.079000004,1
60,1,0,0,0,0,0,0,0,0.103,0.097999997,0.048999999,0.079000004,1
61,0,1,0,0,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004,2
62,0,1,0,0,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004,2
63,0,1,0,0,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004,2
64,1,0,0,0,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004,1
65,1,0,0,0,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004,1
66,0,1,0,0,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004,2
67,0,1,0,0,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004,2
68,0,1,0,0,0,0,0,0,0.108,0.086000003,0.025,0.079000004,2
69,0,1,0,0,0,0,0,0,0.108,0.086000003,0.025,0.079000004,2
70,0,1,0,0,0,0,0,0,0.122,0.086000003,0.050000001,0.086000003,2
71,1,0,0,0,0,0,0,0,0.125,0.086000003,0.050000001,0.086000003,1
72,0,0,0,1,0,0,0,1,0.115,0.086000003,0.061000001,0.074000001,4
73,0,0,0,1,0,0,0,1,0.115,0.086000003,0.061000001,0.074000001,4
74,0,0,0,1,0,0,0,0,0.108,0.068999998,0.061000001,0.086000003,4
75,0,0,0,1,0,0,0,0,0.108,0.068999998,0.061000001,0.086000003,4
76,0,0,0,1,0,0,0,0,0.115,0.050999999,0.066,0.086000003,4
77,0,0,0,1,0,0,0,0,0.115,0.050999999,0.066,0.086000003,4
78,0,0,0,1,0,0,0,0,0.115,0.081,0.066,0.081,4
79,0,0,0,1,0,0,0,0,0.115,0.081,0.066,0.081,4
80,0,0,0,1,0,0,0,0,0.115,0.081,0.061000001,0.081,4
81,0,0,0,1,0,0,0,0,0.115,0.081,0.061000001,0.081,4
82,1,0,0,0,0,0,0,0,0.112,0.081,0.061000001,0.081,1
83,1,0,0,0,0,0,0,0,0.112,0.081,0.061000001,0.081,1
84,1,0,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003,1
85,1,0,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003,1
86,1,0,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003,1
87,1,0,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003,1
88,1,0,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003,1
89,1,0,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003,1
90,1,0,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003,1
91,0,1,0,0,0,0,0,0,0.11,0.074000001,0.061000001,0.081,2
92,0,1,0,0,0,0,0,0,0.11,0.074000001,0.061000001,0.081,2
93,0,1,0,0,0,0,0,0,0.103,0.081,0.066,0.081,2
94,0,1,0,0,0,0,0,0,0.103,0.081,0.066,0.079000004,2
95,0,1,0,0,0,0,0,0,0.103,0.081,0.066,0.079000004,2
96,0,1,0,0,0,0,0,0,0.103,0.081,0.066,0.079000004,2
97,0,1,0,0,0,0,0,0,0.125,0.081,0.066,0.079000004,2
98,0,1,0,0,0,0,0,0,0.125,0.081,0.066,0.079000004,2
99,1,0,0,0,0,0,0,0,0.02,0.097999997,0.048999999,0.079000004,1
100,0,1,0,0,0,0,0,0,0.103,0.081,0.048999999,0.079000004,2
101,0,1,0,0,0,1,0,0,0.103,0.061000001,0.048999999,0.079000004,2
102,1,0,0,0,0,0,0,0,0.108,0.081,0.050000001,0.079000004,1
103,1,0,0,0,0,0,0,0,0.108,0.081,0.050000001,0.079000004,1
104,0,1,0,0,0,0,0,0,0.108,0.081,0.050000001,0.079000004,2
105,0,1,0,0,0,0,0,0,0.108,0.081,0.050000001,0.079000004,2
106,0,1,0,0,0,0,0,0,0.108,0.081,0.050000001,0.079000004,2
107,1,0,0,0,0,0,0,0,0.108,0.081,0.050000001,0.079000004,1
108,0,1,0,0,0,0,0,0,0.115,0.081,0.043000001,0.079000004,2
109,0,1,0,0,0,0,0,0,0.108,0.063000001,0.050000001,0.079000004,2
110,1,0,0,0,0,0,0,0,0.108,0.050999999,0.050000001,0.079000004,1
111,1,0,0,0,0,0,0,0,0.108,0.046999998,0.050000001,0.079000004,1
112,0,1,0,0,0,0,0,0,0.103,0.074000001,0.061000001,0.081,2
113,0,1,0,0,0,0,0,0,0.103,0.074000001,0.061000001,0.081,2
114,0,1,0,0,0,0,0,0,0.103,0.074000001,0.061000001,0.081,2
115,0,1,0,0,0,0,0,0,0.103,0.074000001,0.061000001,0.081,2
116,0,1,0,0,0,0,0,0,0.125,0.081,0.066,0.079000004,2
117,0,1,0,0,0,0,0,0,0.125,0.081,0.066,0.079000004,2
118,0,1,0,0,0,0,0,0,0.103,0.081,0.048999999,0.079000004,2
119,0,1,0,0,0,0,0,0,0.103,0.081,0.048999999,0.079000004,2
120,0,1,0,0,0,0,0,0,0.103,0.081,0.048999999,0.079000004,2
121,0,1,0,0,0,0,0,0,0.103,0.081,0.048999999,0.079000004,2
122,0,1,0,0,0,0,0,0,0.125,0.081,0.048999999,0.079000004,2
123,0,1,0,0,0,0,0,0,0.108,0.081,0.050000001,0.079000004,2
124,0,1,0,0,0,0,0,0,0.103,0.081,0.048999999,0.079000004,2
125,0,1,0,0,0,0,0,0,0.103,0.081,0.048999999,0.079000004,2
126,0,1,0,0,0,0,0,0,0.103,0.081,0.048999999,0.079000004,2
127,0,1,0,0,0,0,0,0,0.103,0.081,0.048999999,0.079000004,2
128,0,1,0,0,0,0,0,0,0.103,0.081,0.048999999,0.079000004,2
129,0,1,0,0,0,1,0,0,0.103,0.061000001,0.048999999,0.079000004,2
130,0,1,0,0,0,0,0,0,0.108,0.081,0.050000001,0.079000004,2
131,0,1,0,0,0,0,0,0,0.122,0.086000003,0.050000001,0.086000003,2
132,0,1,0,0,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004,2
133,0,1,0,0,0,0,0,1,0.055,0.086000003,0.050000001,0.068999998,2
134,0,1,0,0,0,0,0,1,0.055,0.086000003,0.050000001,0.068999998,2
135,0,1,0,0,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004,2
136,0,1,0,0,0,0,0,0,0.088,0.063000001,0.061000001,0.063000001,2
137,0,0,0,1,0,0,0,0,0.115,0.081,0.061000001,0.081,4
138,0,0,0,1,0,0,0,0,0.115,0.081,0.061000001,0.081,4
139,0,0,0,1,0,0,0,0,0.115,0.081,0.061000001,0.081,4
140,0,0,0,1,0,0,0,0,0.115,0.081,0.048999999,0.079000004,4
141,0,0,0,1,0,0,0,0,0.108,0.081,0.061000001,0.081,4
142,0,0,0,1,0,0,0,0,0.108,0.081,0.061000001,0.081,4
143,0,0,0,1,0,0,0,0,0.115,0.081,0.061000001,0.081,4
144,1,0,0,0,0,0,0,0,0.115,0.081,0.048999999,0.079000004,1
145,0,0,0,1,0,0,0,0,0.108,0.081,0.061000001,0.081,4
146,1,0,0,0,0,0,0,0,0.115,0.081,0.048999999,0.079000004,1
147,1,0,0,0,0,0,0,0,0.115,0.081,0.048999999,0.079000004,1
148,1,0,0,0,0,0,0,0,0.108,0.086000003,0.061000001,0.086000003,1
149,1,0,0,0,0,0,0,0,0.108,0.086999997,0.068000004,0.093999997,1
150,1,0,0,0,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004,1
151,1,0,0,0,0,0,0,0,0.022,0.081,0.061000001,0.086000003,1
152,1,0,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.090999998,1
153,1,0,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.090999998,1
154,1,0,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003,1
155,1,0,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003,1
156,0,1,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003,2
157,1,0,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003,1
158,1,0,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003,1
159,1,0,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003,1
160,1,0,0,0,0,0,0,0,0.122,0.081,0.061000001,0.086000003,1
161,1,0,0,0,0,0,0,0,0.122,0.081,0.061000001,0.086000003,1
162,1,0,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003,1
163,1,0,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003,1
164,0,1,0,0,0,0,0,0,0.103,0.081,0.048999999,0.079000004,2
165,0,1,0,0,0,0,0,0,0.103,0.081,0.048999999,0.079000004,2
166,0,1,0,0,0,0,0,0,0.103,0.081,0.048999999,0.079000004,2
167,0,1,0,0,0,1,0,0,0.103,0.061000001,0.048999999,0.079000004,2
168,0,1,0,0,0,1,0,0,0.103,0.061000001,0.048999999,0.079000004,2
169,0,1,0,0,0,0,0,0,0.115,0.086000003,0.054000001,0.079000004,2
170,0,1,0,0,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004,2
171,0,1,0,0,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004,2
172,0,1,0,0,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004,2
173,0,1,0,0,0,1,0,0,0.057,0.063000001,0.054000001,0.081,2
174,0,1,0,0,0,0,0,1,0.115,0.041000001,0.061000001,0.063000001,2
175,0,1,0,0,0,0,1,0,0.115,0.063000001,0.061000001,0.079000004,2
176,0,1,0,0,0,0,0,0,0.115,0.063000001,0.061000001,0.063000001,2
177,0,1,0,0,0,0,0,0,0.115,0.063000001,0.061000001,0.063000001,2
178,0,1,0,0,0,0,0,0,0.11,0.086000003,0.044,0.081,2
179,0,1,0,0,0,0,0,0,0.11,0.086000003,0.044,0.081,2
180,1,0,0,0,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004,1
181,1,0,0,0,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004,1
182,0,0,0,1,0,0,0,0,0.11,0.086000003,0.061000001,0.081,4
183,0,1,0,0,0,0,0,0,0.11,0.086000003,0.061000001,0.081,2
184,0,0,1,0,0,0,1,0,0.11,0.086000003,0.030999999,0.081,3
185,0,0,1,0,0,0,1,0,0.11,0.086000003,0.030999999,0.081,3
186,0,1,0,0,0,0,0,0,0.11,0.086000003,0.028999999,0.061000001,2
187,0,1,0,0,0,0,0,0,0.11,0.086000003,0.028999999,0.061000001,2
188,0,1,0,0,0,0,0,0,0.103,0.081,0.064000003,0.081,2
189,0,1,0,0,0,0,0,0,0.116,0.081,0.050000001,0.079999998,2
190,0,1,0,0,0,0,0,0,0.108,0.081,0.061000001,0.079000004,2
191,0,1,0,0,0,0,0,0,0.108,0.081,0.050000001,0.079000004,2
192,0,1,0,0,0,0,0,0,0.108,0.081,0.050000001,0.081,2
193,0,1,0,0,0,0,0,0,0.108,0.081,0.050000001,0.081,2
194,0,1,0,0,0,0,0,0,0.109,0.081,0.050000001,0.085000001,2
195,0,1,0,0,0,0,0,0,0.108,0.081,0.050000001,0.081,2
196,0,1,0,0,0,0,0,0,0.108,0.081,0.050000001,0.081,2
197,0,1,0,0,0,0,0,0,0.103,0.074000001,0.061000001,0.081,2
198,0,1,0,0,0,0,0,0,0.103,0.081,0.064000003,0.081,2
199,0,1,0,0,0,0,0,0,0.103,0.081,0.048999999,0.079000004,2
200,0,1,0,0,0,0,0,0,0.103,0.081,0.048999999,0.079000004,2
201,1,0,0,0,0,0,0,0,0.037,0.081,0.048999999,0.079000004,1
202,1,0,0,0,0,0,0,0,0.097999997,0.081,0.048999999,0.079000004,1
203,1,0,0,0,0,0,0,0,0.103,0.081,0.048999999,0.079000004,1
204,1,0,0,0,0,0,0,0,0.103,0.081,0.048999999,0.079000004,1
205,1,0,0,0,0,0,0,0,0.103,0.081,0.048999999,0.079000004,1
206,0,1,0,0,0,0,0,0,0.115,0.081,0.048999999,0.079000004,2
207,1,0,0,0,0,0,0,0,0.008,0.092,0.050000001,0.079000004,1
208,1,0,0,0,0,0,0,0,0.108,0.092,0.050000001,0.079000004,1
209,1,0,0,0,0,0,0,0,0.108,0.097999997,0.050000001,0.079000004,1
210,1,0,0,0,0,0,0,0,0.108,0.097999997,0.050000001,0.079000004,1
211,1,0,0,0,0,0,0,0,0.108,0.097999997,0.050000001,0.079000004,1
212,1,0,0,0,0,0,0,0,0.108,0.081,0.050000001,0.079000004,1
213,1,0,0,0,0,0,0,0,0.108,0.081,0.050000001,0.079000004,1
214,1,0,0,0,0,0,0,0,0.108,0.063000001,0.050000001,0.079000004,1
215,1,0,0,0,0,0,0,0,0.108,0.063000001,0.050000001,0.079000004,1
216,1,0,0,0,0,0,0,0,0.108,0.063000001,0.050000001,0.079000004,1
217,1,0,0,0,0,0,0,0,0.108,0.086000003,0.050000001,0.079000004,1
218,1,0,0,0,0,0,0,0,0.108,0.086000003,0.050000001,0.079000004,1
219,1,0,0,0,0,0,0,0,0.108,0.041999999,0.050000001,0.079000004,1
220,0,0,0,1,0,0,0,0,0.125,0.074000001,0.061000001,0.081,4
221,0,0,0,1,0,0,0,0,0.125,0.074000001,0.061000001,0.081,4
222,0,0,0,1,0,0,0,0,0.103,0.074000001,0.061000001,0.081,4
223,0,0,0,1,0,0,0,0,0.103,0.074000001,0.061000001,0.081,4
224,1,0,0,0,0,0,0,0,0.103,0.097999997,0.066,0.079000004,1
225,0,1,0,0,0,0,0,0,0.103,0.097999997,0.066,0.079000004,2
226,1,0,0,0,0,0,0,0,0.103,0.097999997,0.066,0.079000004,1
227,0,1,0,0,0,0,0,0,0.103,0.097999997,0.066,0.079000004,2
228,0,1,0,0,0,0,0,0,0.103,0.097999997,0.066,0.079000004,2
229,1,0,0,0,0,0,0,0,0.103,0.097999997,0.066,0.079000004,1
230,1,0,0,0,0,0,0,0,0.103,0.097999997,0.066,0.079000004,1
231,1,0,0,0,0,0,0,0,0.103,0.097999997,0.066,0.079000004,1
232,1,0,0,0,0,0,0,0,0.103,0.097999997,0.066,0.079000004,1
233,1,0,0,0,0,0,0,0,0.103,0.097999997,0.066,0.079000004,1
234,1,0,0,0,0,0,0,0,0.103,0.097999997,0.066,0.079000004,1
235,1,0,0,0,0,0,0,0,0.103,0.097999997,0.066,0.079000004,1
236,1,0,0,0,0,0,0,0,0.103,0.097999997,0.066,0.079000004,1
237,1,0,0,0,0,0,0,0,0.103,0.097999997,0.066,0.079000004,1
238,1,0,0,0,0,0,0,0,0.103,0.097999997,0.048999999,0.079000004,1
239,0,0,0,1,0,0,0,0,0.103,0.081,0.048999999,0.079000004,4
240,1,0,0,0,0,0,0,0,0.061999999,0.097999997,0.048999999,0.079000004,1
241,0,0,0,1,0,0,0,0,0.103,0.081,0.048999999,0.079000004,4
242,0,0,0,1,0,0,0,0,0.103,0.081,0.048999999,0.079000004,4
243,0,0,0,1,0,0,0,0,0.103,0.081,0.048999999,0.079000004,4
244,0,0,0,1,0,0,0,0,0.103,0.081,0.048999999,0.079000004,4
245,0,0,0,1,0,0,0,0,0.103,0.081,0.048999999,0.079000004,4
246,0,0,0,1,0,0,0,0,0.103,0.081,0.048999999,0.079000004,4
247,0,0,0,1,0,0,0,0,0.103,0.081,0.048999999,0.079000004,4
248,0,0,0,1,0,0,0,0,0.103,0.081,0.048999999,0.079000004,4
249,0,0,0,1,0,0,0,0,0.103,0.081,0.048999999,0.079000004,4
250,0,0,0,1,0,0,0,0,0.103,0.081,0.048999999,0.079000004,4
251,0,0,0,1,0,0,0,0,0.103,0.081,0.048999999,0.079000004,4
252,0,0,0,1,0,0,0,0,0.103,0.081,0.048999999,0.079000004,4
253,0,0,0,1,0,0,0,0,0.103,0.081,0.048999999,0.079000004,4
254,0,0,0,1,0,0,0,0,0.103,0.081,0.048999999,0.079000004,4
255,0,0,0,1,0,0,0,0,0.103,0.081,0.048999999,0.079000004,4
256,0,0,0,1,0,0,0,0,0.103,0.081,0.048999999,0.079000004,4
257,0,0,0,1,0,0,0,0,0.103,0.081,0.048999999,0.079000004,4
258,0,0,0,1,0,0,0,0,0.103,0.081,0.048999999,0.079000004,4
259,0,0,0,1,0,0,0,0,0.103,0.081,0.048999999,0.079000004,4
260,0,0,0,1,0,0,0,0,0.103,0.081,0.048999999,0.079000004,4
261,0,0,0,1,0,0,0,0,0.103,0.081,0.048999999,0.079000004,4
262,0,0,0,1,0,0,0,0,0.103,0.081,0.048999999,0.079000004,4
263,0,0,0,1,0,0,0,0,0.103,0.081,0.048999999,0.079000004,4
264,0,0,0,1,0,0,0,0,0.103,0.081,0.048999999,0.079000004,4
265,0,0,0,1,0,0,0,0,0.103,0.081,0.048999999,0.079000004,4
266,0,0,0,1,0,0,0,0,0.103,0.081,0.048999999,0.079000004,4
267,0,0,0,1,0,0,0,0,0.103,0.081,0.048999999,0.079000004,4
268,0,0,0,1,0,0,0,0,0.103,0.081,0.048999999,0.079000004,4
269,0,0,0,1,0,0,0,0,0.103,0.081,0.048999999,0.079000004,4
270,0,0,0,1,0,0,0,0,0.103,0.081,0.048999999,0.079000004,4
271,0,0,0,1,0,1,0,0,0.103,0.061000001,0.048999999,0.079000004,4
272,0,0,0,1,0,1,0,0,0.103,0.061000001,0.048999999,0.079000004,4
273,0,0,0,1,0,0,0,0,0.103,0.066,0.048999999,0.079000004,4
274,0,0,0,1,0,0,0,0,0.103,0.068000004,0.048999999,0.079000004,4
275,0,0,0,1,0,0,0,0,0.103,0.066,0.048999999,0.079000004,4
276,0,0,0,1,0,0,0,0,0.103,0.081,0.048999999,0.079000004,4
277,0,0,0,1,0,0,0,0,0.103,0.081,0.048999999,0.079000004,4
278,0,0,0,1,0,0,0,0,0.103,0.081,0.048999999,0.079000004,4
279,0,0,0,1,0,0,0,0,0.193,0.092,0.050000001,0.079000004,4
280,0,0,0,1,0,0,0,0,0.193,0.092,0.050000001,0.079000004,4
281,0,0,0,1,0,0,0,0,0.108,0.081,0.048999999,0.079000004,4
282,0,0,0,1,0,0,0,0,0.115,0.081,0.048999999,0.079000004,4
283,0,0,0,1,0,0,0,0,0.115,0.081,0.048999999,0.079000004,4
284,0,0,0,1,0,0,0,0,0.115,0.081,0.048999999,0.079000004,4
285,0,0,0,1,0,0,0,0,0.115,0.081,0.048999999,0.079000004,4
286,0,0,0,1,0,0,0,0,0.115,0.081,0.048999999,0.079000004,4
287,0,0,0,1,0,0,0,0,0.115,0.081,0.048999999,0.079000004,4
288,0,0,0,1,0,0,0,0,0.115,0.081,0.048999999,0.079000004,4
289,0,0,0,1,0,0,0,0,0.115,0.081,0.048999999,0.079000004,4
290,0,0,0,1,0,0,0,0,0.115,0.081,0.048999999,0.079000004,4
291,0,0,0,1,0,0,0,0,0.115,0.081,0.048999999,0.079000004,4
292,0,1,0,0,0,0,0,0,0.115,0.081,0.048999999,0.079000004,2
293,0,0,0,1,0,0,1,0,0.115,0.081,0.033,0.079000004,4
294,0,0,0,1,0,0,1,0,0.115,0.081,0.033,0.079000004,4
295,0,0,0,1,0,0,1,0,0.115,0.081,0.033,0.079000004,4
296,1,0,0,0,0,0,0,0,0.115,0.081,0.037,0.079000004,1
297,1,0,0,0,0,0,0,0,0.115,0.081,0.037,0.079000004,1
298,0,0,0,1,0,0,0,0,0.11,0.081,0.035999998,0.079000004,4
299,0,0,0,1,0,0,0,0,0.115,0.082999997,0.043000001,0.079000004,4
300,0,0,0,1,0,0,0,0,0.115,0.086000003,0.054000001,0.079000004,4
301,0,0,0,1,0,0,0,0,0.115,0.086000003,0.054000001,0.079000004,4
302,0,0,0,1,0,0,0,0,0.115,0.086000003,0.054000001,0.079000004,4
303,0,0,0,1,0,0,0,0,0.115,0.086000003,0.054000001,0.079000004,4
304,0,0,0,1,0,0,0,0,0.115,0.086000003,0.054000001,0.079000004,4
305,0,0,0,1,1,0,0,0,0.090999998,0.086000003,0.054000001,0.079000004,4
306,0,0,0,1,0,0,0,0,0.115,0.086000003,0.054000001,0.079000004,4
307,0,0,0,1,0,0,0,0,0.115,0.086000003,0.054000001,0.079000004,4
308,0,0,0,1,0,0,0,0,0.115,0.086000003,0.054000001,0.079000004,4
309,0,0,0,1,0,0,0,0,0.115,0.086000003,0.054000001,0.079000004,4
310,0,0,0,1,1,0,0,0,0.086999997,0.086000003,0.054000001,0.079000004,4
311,0,0,0,1,1,0,0,0,0.086999997,0.086000003,0.054000001,0.079000004,4
312,0,0,0,1,1,0,0,0,0.086999997,0.086000003,0.054000001,0.079000004,4
313,0,0,0,1,0,0,0,0,0.107,0.090000004,0.059,0.079000004,4
314,0,0,0,1,0,0,0,0,0.107,0.090000004,0.059,0.079000004,4
315,0,0,0,1,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004,4
316,0,0,0,1,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004,4
317,0,0,0,1,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004,4
318,0,0,0,1,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004,4
319,0,0,0,1,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004,4
320,0,0,0,1,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004,4
321,0,0,0,1,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004,4
322,0,0,0,1,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004,4
323,0,0,0,1,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004,4
324,0,0,0,1,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004,4
325,0,0,0,1,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004,4
326,0,0,0,1,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004,4
327,0,0,0,1,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004,4
328,0,0,0,1,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004,4
329,0,0,0,1,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004,4
330,0,0,0,1,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004,4
331,0,0,0,1,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004,4
332,0,0,0,1,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004,4
333,0,0,0,1,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004,4
334,0,0,0,1,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004,4
335,0,0,0,1,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004,4
336,0,0,0,1,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004,4
337,0,0,0,1,1,0,0,0,0.108,0.086000003,0.054000001,0.079000004,4
338,0,0,0,1,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003,4
339,1,0,0,0,1,0,0,0,0.108,0.086000003,0.025,0.079000004,1
340,1,0,0,0,0,0,1,0,0.108,0.086000003,0.025,0.079000004,1
341,1,0,0,0,0,0,1,0,0.108,0.086000003,0.054000001,0.079000004,1
342,1,0,0,0,0,0,1,0,0.108,0.086000003,0.054000001,0.079000004,1
